time,i_iss.to_SDS[1],i_iss.to_SDS[2],i_iss.to_SDS[3],i_iss.to_SDS[4],i_iss.to_SDS[5],i_iss.to_WDS[1],i_iss.to_WDS[2],i_iss.to_WDS[3],i_iss.to_WDS[4],i_iss.to_WDS[5]
16.5,141.1862283158767,94.25926626715956,1.906654119578266,8.92807299204047,0,1.411862297277391e-06,9.425926720975224e-07,1.906654138644808e-08,8.928073081321202e-08,0
17.0,142.8380064060295,95.36205387553063,1.9289624123433,9.032533504353038,0,1.428380078344096e-06,9.53620548291512e-07,1.928962431632924e-08,9.032533594678376e-08,0
17.5,144.2956955348521,96.335263418206,1.94864970488319,9.12472095618656,0,1.442956969778091e-06,9.633526438155866e-07,1.948649724369688e-08,9.12472104743377e-08,0
18.0,145.582092331969,97.19411420480498,1.966023819028433,9.20607674991336,0,1.4558209378779e-06,9.719411517674617e-07,1.966023838688672e-08,9.206076841974129e-08,0
18.5,146.717319771061,97.95204058502098,1.981356476597469,9.277873246473836,0,1.467173212382342e-06,9.79520415645414e-07,1.9813564964110345e-08,9.277873339252569e-08,0
19.0,147.7191190768111,98.62088683319664,1.994887240479437,9.341232219837602,0,1.477191205540023e-06,9.862088781940557e-07,1.99488726042831e-08,9.341232313249928e-08,0
19.00000000410036,147.7191190845236,98.6208868383459,1.994887240583607,9.341232220325388,0,1.477191205617148e-06,9.86208878245548e-07,1.99488726053248e-08,9.341232313737713e-08,0
19.5,147.0637237366307,98.18337506477091,1.986042941944419,9.29981802621264,0,1.47063725207268e-06,9.818337604660468e-07,1.986042961804849e-08,9.299818119210824e-08,0
20.0,138.8931705145678,92.72867233234292,1.875723911410178,8.783239614372166,0,1.388931719034996e-06,9.272867325962964e-07,1.8757239301674183e-08,8.783239702204563e-08,0
20.000000003,138.8931704467274,92.72867228705218,1.87572391049416,8.783239610082829,0,1.388931718356592e-06,9.272867321433892e-07,1.875723929251399e-08,8.783239697915228e-08,0
20.5,127.7188897918146,85.26863125671497,1.724836904811003,8.0766981422535,0,1.277188910690035e-06,8.52686321094013e-07,1.7248369220593722e-08,8.076698223020485e-08,0
21.0,123.1836377161776,82.24086523845773,1.663589082719185,7.78989991250421,0,1.23183638948014e-06,8.224086606086639e-07,1.663589099355077e-08,7.789899990403212e-08,0
21.5,123.8369062992003,82.67701130457934,1.672404428957741,7.831178534494303,0,1.238369075375694e-06,8.267701213134946e-07,1.672404445681785e-08,7.83117861280609e-08,0
22.0,126.3670639649668,84.3661875324208,1.706566969307067,7.991147587454879,0,1.263670652286375e-06,8.436618837608269e-07,1.706566986372737e-08,7.991147667366359e-08,0
22.5,129.3327793316547,86.34614426095436,1.746613050556241,8.178666830072881,0,1.293327806249825e-06,8.634614512441581e-07,1.7466130680223722e-08,8.178666911859551e-08,0
23.0,132.2202951940617,88.27389174362004,1.785604351932707,8.361246974614636,0,1.322202965162647e-06,8.827389262635898e-07,1.785604369788751e-08,8.361247058227107e-08,0
23.5,134.8678681928875,90.04144905206972,1.821356257801395,8.528658369226056,0,1.348678695415662e-06,9.004144995248423e-07,1.821356276014958e-08,8.528658454512641e-08,0
24.0,137.240885971081,91.62570933016814,1.853401096221329,8.678711099552727,0,1.372408873434899e-06,9.162571024642523e-07,1.85340111475534e-08,8.678711186339839e-08,0
24.5,139.3485006273486,93.03278318883216,1.881862300756389,8.811983153944329,0,1.393485020208336e-06,9.303278411916e-07,1.8818623195750122e-08,8.811983242064164e-08,0
25.0,141.2134072239603,94.277822477319,1.90704624962587,8.929909174938778,0,1.412134086360944e-06,9.427782342009724e-07,1.907046268696332e-08,8.929909264237872e-08,0
25.5,142.8609788675638,95.37776677327815,1.92929551669282,9.034093294309663,0,1.428609802961736e-06,9.537776772705583e-07,1.929295535985775e-08,9.0340933846506e-08,0
26.0,144.31558698777,96.3488868035772,1.948939165937123,9.126076382632975,0,1.443155884309259e-06,9.63488877670661e-07,1.9489391854265152e-08,9.126076473893745e-08,0
26.5,145.5995056855335,97.20605301459118,1.966277948977155,9.207266735400683,0,1.455995071415286e-06,9.720605398665171e-07,1.966277968639935e-08,9.207266827473354e-08,0
27.0,146.7326353870487,97.96255111122946,1.981580569937102,9.278922582938549,0,1.467326368543751e-06,9.7962552090855e-07,1.981580589752908e-08,9.278922675727777e-08,0
27.5,147.7326377209947,98.63017212485184,1.99508550526181,9.34216061184672,0,1.477326391983212e-06,9.863017311115358e-07,1.995085525212665e-08,9.34216070526833e-08,0
28.0,148.6151349816741,99.2193455920297,2.007003696434517,9.397968573883675,0,1.486151364678255e-06,9.921934658422317e-07,2.0070037165045543e-08,9.397968667863365e-08,0
28.5,149.3939316738128,99.7392874715674,2.017521541061371,9.447219291978405,0,1.493939331677521e-06,9.97392884689603e-07,2.0175215612365877e-08,9.447219386450597e-08,0
29.0,150.0812035089058,100.1981263253259,2.026803444676459,9.490682609278409,0,1.500812050097178e-06,1.001981273273071e-06,2.026803464944494e-08,9.490682704185237e-08,0
29.00000000610009,150.0812035167774,100.1981263305811,2.026803444782769,9.490682609776211,0,1.500812050175894e-06,1.001981273325624e-06,2.0268034650508043e-08,9.490682704683041e-08,0
29.5,149.1482229864826,99.5752716958489,2.014209223043165,9.43170907607939,0,1.491482244779648e-06,9.957527269160165e-07,2.014209243185257e-08,9.431709170396484e-08,0
30.0,140.7327044158878,93.95700330324216,1.900580739974161,8.899633866214225,0,1.407327058232148e-06,9.39570042428122e-07,1.900580758979969e-08,8.899633955210564e-08,0
30.00000000400046,140.7327043235835,93.95700324161892,1.900580738727804,8.899633860378046,0,1.407327057309105e-06,9.395700418118898e-07,1.900580757733611e-08,8.899633949374385e-08,0
30.5,129.3422493457289,86.35261897680233,1.746773108063935,8.17941631321035,0,1.293422506391514e-06,8.635261984032853e-07,1.7467731255316663e-08,8.179416395004514e-08,0
31.0,124.6161939815132,83.19745164113374,1.682947477339857,7.880547271355173,0,1.246161952276752e-06,8.319745247310828e-07,1.6829474941693323e-08,7.880547350160647e-08,0
31.5,125.1011384184106,83.5212067566738,1.689488763388968,7.911177409621254,0,1.25101139669422e-06,8.352120759188588e-07,1.689488780283856e-08,7.91117748873303e-08,0
32.0,127.4828280541405,85.11124987629773,1.721645490971531,8.061754070639243,0,1.274828293289688e-06,8.511125072741026e-07,1.7216455081879862e-08,8.061754151256784e-08,0
32.5,130.3173769325757,87.0036253092992,1.759919469237382,8.240975287610084,0,1.303173782357495e-06,8.700362617933545e-07,1.7599194868365773e-08,8.240975370019838e-08,0
33.0,133.0890956149544,88.85405313048284,1.797346268209692,8.416229514190581,0,1.330890969458454e-06,8.885405401902338e-07,1.7973462861831552e-08,8.416229598352878e-08,0
33.5,135.6345609346739,90.55343087750946,1.831718582222587,8.577180850492912,0,1.356345622910196e-06,9.055343178304378e-07,1.831718600539773e-08,8.577180936264722e-08,0
34.0,137.9175071002662,92.07754780101745,1.862546409182972,8.721534819292026,0,1.379175084794413e-06,9.207754872179294e-07,1.8625464278084363e-08,8.721534906507378e-08,0
34.5,139.9456269846523,93.43154028099248,1.889933475815447,8.849777129956477,0,1.399456283841086e-06,9.343154121530792e-07,1.889933494714782e-08,8.84977721845425e-08,0
35.0,141.7403418761918,94.62970974487864,1.914168957782327,8.963261872561736,0,1.417403432935953e-06,9.462971069117576e-07,1.914168976924017e-08,8.963261962194356e-08,0
35.5,143.3259733522946,95.6882937199821,1.935581227611932,9.063526679901967,0,1.433259747855544e-06,9.568829467686505e-07,1.935581246967744e-08,9.063526770537237e-08,0
36.0,144.7259418228207,96.62292798262062,1.954486505062843,9.152052278374882,0,1.447259432700802e-06,9.662292894884992e-07,1.954486524607709e-08,9.152052369895408e-08,0
36.5,145.9616496115498,97.44790093178032,1.971173767359763,9.230191828854643,0,1.459616510711664e-06,9.744790190625934e-07,1.9711737870715013e-08,9.230191921156564e-08,0
37.0,147.0522264606998,98.17598371614852,1.985901309278923,9.299154818993976,0,1.470522279312221e-06,9.817598469790838e-07,1.985901329137936e-08,9.299154911985525e-08,0
37.5,148.0146868790792,98.8185353031265,1.998898866735378,9.360017007105544,0,1.480146883592261e-06,9.881853629131186e-07,1.998898886724366e-08,9.360017100705716e-08,0
38.0,148.8640564897761,99.38558684817832,2.010369321723501,9.413728405693416,0,1.488640579784167e-06,9.938558784203422e-07,2.010369341827194e-08,9.413728499830705e-08,0
38.5,149.6136533532873,99.8860295195966,2.020492500812146,9.461131068235542,0,1.496136548494239e-06,9.98860305184569e-07,2.020492521017072e-08,9.461131162846856e-08,0
39.0,150.2752243713953,100.3277055673372,2.029427016932347,9.502967713514108,0,1.502752258741476e-06,1.003277065706142e-06,2.0294270372266186e-08,9.502967808543789e-08,0
39.00000000810105,150.2752243814584,100.3277055740555,2.02942701706825,9.502967714150486,0,1.502752258842107e-06,1.003277065773325e-06,2.02942703736252e-08,9.502967809180165e-08,0
39.5,149.3194454093637,99.68962609183237,2.016524621822358,9.442551131328976,0,1.493194469025581e-06,9.968962708872862e-07,2.0165246419876043e-08,9.442551225754489e-08,0
40.0,140.8837999394482,94.05791639118073,1.902624039371578,8.909201792550421,0,1.408838013482862e-06,9.405791733175992e-07,1.902624058397818e-08,8.909201881642443e-08,0
40.0000000050001,140.8837998238899,94.05791631403288,1.902624037811225,8.909201785243937,0,1.408838012327279e-06,9.405791725461208e-07,1.902624056837466e-08,8.909201874335958e-08,0
40.35221814601164,132.4161825834537,88.40484715715007,1.788285305076127,8.373800769824234,0,1.324161839076155e-06,8.840484804119856e-07,1.78828532295898e-08,8.373800853562244e-08,0
40.5,129.4755726267655,86.441663005147,1.748576120099137,8.187859073169031,0,1.294755739215213e-06,8.644166386956365e-07,1.748576137584899e-08,8.187859155047624e-08,0
41.0,124.7338950109167,83.2760627348852,1.684539287204107,7.888001058862596,0,1.247338962582557e-06,8.327606356764583e-07,1.6845393040495e-08,7.888001137742609e-08,0
41.5,125.2049921258012,83.5905704622482,1.690893381800535,7.917754656944552,0,1.252049933778511e-06,8.359057129815392e-07,1.690893398709469e-08,7.917754736122103e-08,0
42.0,127.5744672077289,85.17245656265284,1.722884989570236,8.067558130142832,0,1.275744684834736e-06,8.517245741437742e-07,1.722885006799086e-08,8.067558210818415e-08,0
42.5,130.3982450594086,87.05763889525944,1.761013355995209,8.246097507061762,0,1.30398246363391e-06,8.705763976583585e-07,1.7610133736053423e-08,8.24609758952274e-08,0
43.0,133.1604601156704,88.90171991244736,1.798311669575763,8.420750089671168,0,1.33160461447275e-06,8.890172080146458e-07,1.79831168755888e-08,8.42075017387867e-08,0
43.5,135.6975388158188,90.59549673220786,1.832570592588024,8.581170462795695,0,1.356975401727942e-06,9.059549763816284e-07,1.832570610913731e-08,8.581170548607404e-08,0
44.0,137.9730842773369,92.11467107893606,1.863298352109107,8.725055857146494,0,1.379730856570678e-06,9.211467200008278e-07,1.863298370742091e-08,8.725055944397055e-08,0
44.5,139.9946706701168,93.46430007805418,1.890597071450489,8.852884473971338,0,1.399946720700636e-06,9.34643010126972e-07,1.89059709035646e-08,8.852884562500187e-08,0
45.0,141.7836223639743,94.65862044598434,1.914754617052237,8.96600427279917,0,1.417836237818106e-06,9.465862139257056e-07,1.9147546361997832e-08,8.966004362459216e-08,0
45.5,143.3641672779251,95.71380717525392,1.936098096218596,9.065946961902892,0,1.433641687115668e-06,9.5713808132392e-07,1.936098115579577e-08,9.065947052562362e-08,0
46.0,144.7596486261805,96.64544449796522,1.954942685784017,9.154188384097674,0,1.44759650073777e-06,9.664544546441969e-07,1.954942705333444e-08,9.154188475639561e-08,0
46.5,145.991392061355,97.4677696190187,1.971576327108851,9.232076849733168,0,1.459913935212689e-06,9.74677705936964e-07,1.9715763468246156e-08,9.232076942053937e-08,0
47.0,147.0784744054347,98.19351834958744,1.986256599871132,9.300818497952877,0,1.470784758762195e-06,9.819351933152264e-07,1.9862566197336986e-08,9.300818590961065e-08,0
47.5,148.0378480103352,98.834008153384,1.999212400113835,9.361485154295734,0,1.480378494907137e-06,9.88340091417241e-07,1.99921242010596e-08,9.361485247910588e-08,0
48.0,148.8844949586914,99.39924111104705,2.010646021399793,9.415024075884178,0,1.488844964475363e-06,9.939924210503947e-07,2.010646041506254e-08,9.41502417003442e-08,0
48.5,149.631659197539,99.89805890467365,2.020736289112095,9.462272628057123,0,1.496316606938556e-06,9.989805990365424e-07,2.0207363093194592e-08,9.462272722679853e-08,0
49.0,150.2910756873983,100.3382958064927,2.029641654441545,9.503972772234142,0,1.502910771903091e-06,1.003382968098756e-06,2.0296416747379626e-08,9.503972867273873e-08,0
49.00000001010062,150.2910756999049,100.3382958148423,2.029641654610447,9.50397277302504,0,1.502910772028157e-06,1.003382968182253e-06,2.029641674906865e-08,9.50397286806477e-08,0
49.36080173326681,150.2154451040726,100.2878082692622,2.028622182508827,9.499199006643847,0,1.50215446606227e-06,1.002878092721403e-06,2.028622202795049e-08,9.49919910163584e-08,0
49.5,149.3334374564085,99.69897435570309,2.01671409931355,9.44343837608636,0,1.493334389497429e-06,9.969897535269283e-07,2.016714119480691e-08,9.443438470520748e-08,0
50.0,140.8961620142119,94.06617575834608,1.902791453030247,8.909985721501736,0,1.408961634231735e-06,9.406617669900788e-07,1.902791472058162e-08,8.909985810601595e-08,0
50.00000000600025,140.8961618755204,94.06617566575432,1.902791451157533,8.909985712732588,0,1.408961632844821e-06,9.406617660641612e-07,1.902791470185448e-08,8.909985801832448e-08,0
50.5,129.4864905263049,86.4489575585428,1.748723981858921,8.188551448661027,0,1.294864918211698e-06,8.64489584230324e-07,1.748723999346161e-08,8.188551530546542e-08,0
51.0,124.7435052065734,83.28248371304423,1.684669449444922,7.8886105548246,0,1.247435064540085e-06,8.328248454586908e-07,1.6846694662916172e-08,7.888610633710709e-08,0
51.5,125.213470334573,83.59623527302962,1.691008224611076,7.918292418347947,0,1.252134715867078e-06,8.359623610899199e-07,1.691008241521159e-08,7.918292497530873e-08,0
52.0,127.5819587375882,85.17746226703396,1.722986479207856,8.068033364157907,0,1.275819600134078e-06,8.517746311880859e-07,1.722986496437721e-08,8.068033444838242e-08,0
52.5,130.4048653163769,87.06206257260216,1.761103053332316,8.246517522608718,0,1.304048666204255e-06,8.70620634432228e-07,1.761103070943347e-08,8.246517605073896e-08,0
53.0,133.1663000915817,88.90562233658522,1.798390805370454,8.42112064988134,0,1.331663014232447e-06,8.890562322564147e-07,1.798390823354362e-08,8.42112073409255e-08,0
53.5,135.7026894955809,90.5989386699092,1.832640397276716,8.58149732929414,0,1.357026908526078e-06,9.05989395758986e-07,1.83264041560312e-08,8.581497415109117e-08,0
54.0,137.9776113130308,92.11769638310216,1.863359713922061,8.725343189148322,0,1.379776126928069e-06,9.211769730427912e-07,1.863359732555658e-08,8.725343276401756e-08,0
54.5,139.9986767849903,93.4669773496684,1.890651379179427,8.853138774614022,0,1.399986781849771e-06,9.346697828433818e-07,1.890651398085942e-08,8.853138863145413e-08,0
55.0,141.787161975524,94.66098603531428,1.914802607082415,8.966228990270427,0,1.417871633933957e-06,9.466098698192416e-07,1.914802626230442e-08,8.966229079932718e-08,0
55.5,143.3672912969053,95.71589509022462,1.936140457464093,9.066145322102544,0,1.433672927305782e-06,9.57158960473836e-07,1.9361404768254986e-08,9.066145412764e-08,0
56.0,144.7624006997164,96.64728389603978,1.954980008990592,9.154363153243883,0,1.447624021473404e-06,9.664728486251264e-07,1.954980028540393e-08,9.154363244787521e-08,0
56.5,145.993815284004,97.4693892870951,1.971609195517311,9.232230758901508,0,1.459938167439422e-06,9.7469390261789e-07,1.971609215233403e-08,9.23223085122382e-08,0
57.0,147.0806180839679,98.19495122109566,1.986285680518922,9.300954670603934,0,1.470806195547742e-06,9.819495220304518e-07,1.986285700381779e-08,9.300954763613485e-08,0
57.5,148.0397416317392,98.83527392970248,1.999238092164317,9.36160545954652,0,1.480397431121367e-06,9.883527491805522e-07,1.9992381121566996e-08,9.361605553162577e-08,0
58.0,148.8861670637137,99.40035885933652,2.010668711303404,9.415130323322307,0,1.488861685525754e-06,9.940035985334013e-07,2.0106687314100912e-08,9.415130417473613e-08,0
58.5,149.6331254885536,99.89903911968368,2.020756189917288,9.462365815300435,0,1.496331269848849e-06,9.98990401186741e-07,2.0207562101248512e-08,9.462365909924097e-08,0
59.0,150.2923015455668,100.339115386981,2.029658299639592,9.504050714815122,0,1.502923030484898e-06,1.003391163903722e-06,2.0296583199361757e-08,9.504050809855633e-08,0
59.00000001210027,150.2923015605427,100.3391153969792,2.029658299841842,9.504050715762178,0,1.502923030634658e-06,1.003391164003704e-06,2.0296583201384253e-08,9.504050810802686e-08,0
59.5,149.3345159271987,99.69969542957922,2.016728745830594,9.44350695967049,0,1.493345174205438e-06,9.96996964265762e-07,2.016728765997882e-08,9.443507054105561e-08,0
60.0,140.8971084985038,94.06680860662144,1.902804308736245,8.910045919458096,0,1.408971099074749e-06,9.406680954728956e-07,1.9028043277642882e-08,8.910046008558558e-08,0
60.00000000700113,140.897108336676,94.06680849858364,1.902804306551127,8.910045909226092,0,1.408971097456472e-06,9.406680943925176e-07,1.902804325579171e-08,8.910045998326555e-08,0
60.5,129.4873285318367,86.44951788186341,1.748735364726412,8.188604749923558,0,1.2948732982671e-06,8.644951874635861e-07,1.7487353822137663e-08,8.188604831809606e-08,0
61.0,124.7442473215658,83.28297993585323,1.684679531020069,7.888657762673068,0,1.247442485690083e-06,8.328298076868304e-07,1.684679547866864e-08,7.888657841559649e-08,0
61.5,125.2141253582881,83.5966732851209,1.691017124900963,7.918334094725913,0,1.252141266104294e-06,8.359667412108764e-07,1.691017141811134e-08,7.918334173909258e-08,0
62.0,127.582536682371,85.17784876079936,1.722994334045176,8.068070145113715,0,1.275825379581963e-06,8.517784961257786e-07,1.722994351275119e-08,8.06807022579442e-08,0
62.5,130.4053754958612,87.06240377101344,1.761109988879756,8.246549998910076,0,1.30405376799915e-06,8.706240464163749e-07,1.7611100064908562e-08,8.246550081375578e-08,0
63.0,133.166750437494,88.90592353904358,1.798396929053255,8.421149324556234,0,1.331667517691615e-06,8.890592442810283e-07,1.7983969470372253e-08,8.421149408767728e-08,0
63.5,135.7030869621696,90.59920452287062,1.832645803290266,8.581522643420643,0,1.357030883192005e-06,9.059920542886268e-07,1.832645821616725e-08,8.58152272923587e-08,0
64.0,137.9779619242071,92.11793091171572,1.863364483882092,8.725365524899143,0,1.379779633039867e-06,9.211793183289504e-07,1.863364502515737e-08,8.7253656121528e-08,0
64.5,139.9989860927462,93.46718426385226,1.89065558831562,8.853158484258667,0,1.39998987492736e-06,9.346718519852412e-07,1.890655607222177e-08,8.853158572790253e-08,0
65.0,141.7874350704275,94.66116873675816,1.914806324380343,8.966246396839813,0,1.417874364883019e-06,9.466116968336988e-07,1.914806343528406e-08,8.96624648650228e-08,0
65.5,143.3675323210815,95.71605634724015,1.936143739087044,9.066160688586136,0,1.433675337547569e-06,9.571605730440075e-07,1.9361437584484826e-08,9.066160779247745e-08,0
66.0,144.7626134008563,96.64742621341992,1.954982905760908,9.154376717621687,0,1.447626148484824e-06,9.66474271798942e-07,1.9549829253107386e-08,9.154376809165457e-08,0
66.5,145.9940029011331,97.4695148298522,1.971611751373681,9.23224272692024,0,1.459940043610732e-06,9.746951580454738e-07,1.971611771089799e-08,9.23224281924267e-08,0
67.0,147.0807837217185,98.19506206432143,1.986287937572525,9.300965239452845,0,1.470807851925264e-06,9.81950630462721e-07,1.986287957435404e-08,9.300965332462496e-08,0
67.5,148.0398876939271,98.8353716804466,1.999240083046789,9.36161478202606,0,1.48039889174326e-06,9.883537266880034e-07,1.9992401030391916e-08,9.36161487564221e-08,0
68.0,148.8862959561335,99.4004451258036,2.010670468659761,9.415138552295604,0,1.488862974449965e-06,9.940044611980805e-07,2.0106704887664665e-08,9.415138646446993e-08,0
68.5,149.6332392442068,99.89911526101892,2.020757741346994,9.46237308000436,0,1.496332407405392e-06,9.989911626001008e-07,2.020757761554572e-08,9.462373174628092e-08,0
69.0,150.2924019686943,100.3391826094519,2.029659669641139,9.504057129965982,0,1.502924034716183e-06,1.003391836128437e-06,2.0296596899377363e-08,9.504057225006557e-08,0
69.00000001410116,150.2924019861463,100.3391826211031,2.029659669876829,9.50405713106962,0,1.502924034890704e-06,1.003391836244949e-06,2.0296596901734265e-08,9.504057226110192e-08,0
69.5,149.3346046110113,99.69975479806978,2.016729956013404,9.44351262645628,0,1.493346061043574e-06,9.969975579506734e-07,2.016729976180704e-08,9.44351272089141e-08,0
70.0,140.8971863816591,94.06686074773984,1.902805371773569,8.91005089722241,0,1.40897187790631e-06,9.406686168840846e-07,1.9028053908016236e-08,8.91005098632292e-08,0
70.00000000800067,140.8971861967272,94.06686062427748,1.902805369276482,8.91005088552958,0,1.408971876056991e-06,9.406686156494612e-07,1.902805388304536e-08,8.910050974630092e-08,0
70.5,129.4873976640964,86.44956416508965,1.748736308373959,8.188609168634905,0,1.294873989589704e-06,8.644956502958532e-07,1.748736325861322e-08,8.188609250520998e-08,0
71.0,124.7443090949119,83.28302129360341,1.68468037431761,7.888661711486824,0,1.24744310342355e-06,8.328302212643364e-07,1.6846803911644143e-08,7.888661790373444e-08,0
71.5,125.2141790228332,83.59670921909554,1.691017857903192,7.918337527072319,0,1.25214180274975e-06,8.359671005506265e-07,1.6910178748133712e-08,7.918337606255697e-08,0
72.0,127.5825789080487,85.17787704904622,1.722994911899994,8.068072850968933,0,1.275825801838745e-06,8.517787790082499e-07,1.722994929129943e-08,8.068072931649664e-08,0
72.5,130.4054180173567,87.06243224850543,1.761110570066153,8.2465527203657,0,1.304054193214109e-06,8.706243311912977e-07,1.761110587677259e-08,8.24655280283123e-08,0
73.0,133.1667888888348,88.90594929164426,1.798397454685158,8.421151785873134,0,1.331667902205027e-06,8.890595018070377e-07,1.7983974726691333e-08,8.421151870084653e-08,0
73.5,135.7031203464644,90.5992268856116,1.832646259951646,8.581524781777087,0,1.357031217034957e-06,9.059922779160388e-07,1.832646278278109e-08,8.581524867592336e-08,0
